author,category,changeDate,enabled,hitCount,name,severity,valid,detailPage
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Certutil with -decode (/decode) parameter executed [D0425]",2,true,https://127.0.0.1/console/rule/428/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Certutil with -urlcache parameter executed [A0425]",2,true,https://127.0.0.1/console/rule/131/details
"ESET","Web browser-related","2021-09-14T16:30:42Z",true,0,"Chrome executing suspicious extension [B0703]",2,true,https://127.0.0.1/console/rule/247/details
"ESET","Web browser related","2021-09-14T16:30:44Z",true,0,"Chrome executing suspicious extension [M0701]",2,true,https://127.0.0.1/console/rule/755/details
"ESET","Web browser-related","2021-09-14T16:30:42Z",true,0,"Chrome renaming [B0702]",2,true,https://127.0.0.1/console/rule/246/details
"ESET","Web browser-related","2021-09-14T16:30:42Z",true,0,"Chrome updates disabling [B0701]",2,true,https://127.0.0.1/console/rule/245/details
"ESET","Web browser related","2021-09-14T16:30:44Z",false,0,"Chromium based browser extension installation [D0700]",2,true,https://127.0.0.1/console/rule/825/details
"ESET","Removing evidence","2021-09-14T16:30:42Z",true,0,"Clearing event logs [B1001]",3,true,https://127.0.0.1/console/rule/252/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"Cmd.exe creates an external network connection [A0511b]",2,true,https://127.0.0.1/console/rule/179/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"Cmd.exe creates an internal network connection [A0511a]",1,true,https://127.0.0.1/console/rule/178/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"cmd.exe executed under a different name [B0404][C]",3,true,https://127.0.0.1/console/rule/235/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"CoinMiner-like command line [D0424]",2,true,https://127.0.0.1/console/rule/427/details
"ESET","Persistence","2021-09-14T16:30:42Z",true,0,"Command Processor AutoRun registry was modified [B0104]",2,true,https://127.0.0.1/console/rule/225/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Command prompt with compromised parent process [F0459]",1,true,https://127.0.0.1/console/rule/692/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Command prompt with unpopular parent process [A0400]",1,true,https://127.0.0.1/console/rule/111/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Command to modify or delete shadow copies has been executed [C0401a]",2,true,https://127.0.0.1/console/rule/282/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Common AutoStart registry modified by an unpopular process [A0103a]",2,true,https://127.0.0.1/console/rule/5/details
"ESET","Persistence","2021-09-14T16:30:43Z",true,0,"Common AutoStart registry modified by compromised process [F0114]",2,true,https://127.0.0.1/console/rule/591/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Common AutoStart registry modified by PowerShell [A0103c]",2,true,https://127.0.0.1/console/rule/7/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Common AutoStart registry modified by reg.exe [A0103b]",1,true,https://127.0.0.1/console/rule/6/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Common AutoStart registry modified by script interpreter [A0103d]",2,true,https://127.0.0.1/console/rule/8/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Compromised process communicating over potentially suspicious protocol - detected XMPP communication [F0506]",2,true,https://127.0.0.1/console/rule/707/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Compromised process communicating over Suspicious Email Protocol [F0503]",2,true,https://127.0.0.1/console/rule/704/details
"ESET","File system","2021-09-14T16:30:43Z",true,0,"Compromised process has written to the Recycle Bin folder [F0303]",2,true,https://127.0.0.1/console/rule/609/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Compromised process made HTTP request to a popular Web Service [F0505]",2,true,https://127.0.0.1/console/rule/706/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Compromised process made suspicious http query [F0507]",1,true,https://127.0.0.1/console/rule/708/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Compromised process makes HTTP request to a PasteBin-like site [F0504]",3,true,https://127.0.0.1/console/rule/705/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Computer was restarted [F0462b]",1,true,https://127.0.0.1/console/rule/696/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Computer was shut down [F0462a]",1,true,https://127.0.0.1/console/rule/695/details
"ESET","Communication","2021-09-14T16:30:44Z",false,0,"Connection to a malicious site - Wauchos [Z0501]",3,true,https://127.0.0.1/console/rule/849/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Connection to DCOM Office app [F0502]",1,true,https://127.0.0.1/console/rule/703/details
"ESET","File system","2021-09-14T16:30:43Z",true,0,"Copy important registry hive file from shadow volumes using PowerShell [D0330]",3,true,https://127.0.0.1/console/rule/412/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"CPL applet execution [F0407]",2,true,https://127.0.0.1/console/rule/619/details
"ESET","File system","2021-09-14T16:30:43Z",true,0,"CPL applet module drop [F0300]",1,true,https://127.0.0.1/console/rule/606/details
"ESET","Persistence","2021-09-14T16:30:43Z",true,0,"Credential Providers registry modified by a compromised process [F0116]",2,true,https://127.0.0.1/console/rule/593/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Credential Providers registry modified by an unpopular process [A0105]",2,true,https://127.0.0.1/console/rule/13/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"cscript executed under a different name [D0409][C]",2,true,https://127.0.0.1/console/rule/419/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Cscript.exe executed process [A0401]",2,true,https://127.0.0.1/console/rule/112/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Custom application compatibility shim file was created/modified [A0139a]",2,true,https://127.0.0.1/console/rule/52/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Custom application compatibility shim registry was modified [A0140]",1,true,https://127.0.0.1/console/rule/54/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Default Application Compatibility Database file was modified [A0139b]",2,true,https://127.0.0.1/console/rule/53/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Default Windows .NET debugger registry modified [A0106]",2,true,https://127.0.0.1/console/rule/14/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Default Windows debugger registry modified [A0108]",1,true,https://127.0.0.1/console/rule/16/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"Default Windows script debugger registry modified [A0107]",2,true,https://127.0.0.1/console/rule/15/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Delayed file deletion [F0444]",2,true,https://127.0.0.1/console/rule/668/details
"ESET","Suspicious system configuration / Removing evidence","2021-09-14T16:30:42Z",true,0,"Deleting backup silently [B1005]",3,true,https://127.0.0.1/console/rule/256/details
"ESET","Removing evidence","2021-09-14T16:30:44Z",true,0,"Deleting history [M1003]",3,true,https://127.0.0.1/console/rule/759/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Desktopimgdownldr download with suspicious extension [D0440b]",2,true,https://127.0.0.1/console/rule/443/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Desktopimgdownldr execution with suspicious extension [D0440a]",2,true,https://127.0.0.1/console/rule/442/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"Dharma ransomware toolkit item file name was written [C0637]",2,true,https://127.0.0.1/console/rule/347/details
"ESET","Defense Evasion","2021-09-14T16:30:43Z",true,0,"Disable logging using auditpol [D1207]",2,true,https://127.0.0.1/console/rule/476/details
"ESET","File system","2021-09-14T16:30:44Z",false,0,"Diskpart command from cmd.exe [C0310]",1,true,https://127.0.0.1/console/rule/815/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"Diskpart.exe executed [C0313]",1,true,https://127.0.0.1/console/rule/270/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Dism.exe execution from a suspicious location [E0410]",2,true,https://127.0.0.1/console/rule/491/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"Dism.exe network activity [E0540]",2,true,https://127.0.0.1/console/rule/536/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"Dism.exe suspicious child process [E0411]",3,true,https://127.0.0.1/console/rule/492/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"DismCore.dll loaded from a suspicious location [E0418]",2,true,https://127.0.0.1/console/rule/499/details
"ESET","Discovery","2021-09-14T16:30:42Z",true,0,"DNS zone transfer request [A1101]",1,true,https://127.0.0.1/console/rule/199/details
"ESET","Persistence","2021-09-14T16:30:44Z",false,0,"Domain Account creation using PowerShell [D0104]",2,true,https://127.0.0.1/console/rule/822/details
"ESET","Discovery","2021-09-14T16:30:43Z",true,0,"Domain trust discovery [D1102]",1,true,https://127.0.0.1/console/rule/469/details
"ESET","Registry - altering security features","2021-09-14T16:30:42Z",true,0,"Downgrade Windows components to Windows Preinstallation Environment [D0220]",2,true,https://127.0.0.1/console/rule/402/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:44Z",true,0,"Dropped executable similar to known malware [X0402]",3,true,https://127.0.0.1/console/rule/764/details
"ESET","Discovery","2021-09-14T16:30:42Z",true,0,"Dsquery was executed [A1100]",1,true,https://127.0.0.1/console/rule/198/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"dwwin.exe executed [C0421]",1,true,https://127.0.0.1/console/rule/306/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"Dynamic DNS provider connection [A0506]",2,true,https://127.0.0.1/console/rule/174/details
"ESET","Experimental","2021-09-14T16:30:44Z",false,0,"Elevated execution with prompt (via authtrampoline) [M0407]",2,true,https://127.0.0.1/console/rule/845/details
"ESET","Discovery","2021-09-14T16:30:44Z",true,0,"Elevated integrity level detection [F1112]",1,true,https://127.0.0.1/console/rule/733/details
"ESET","Persistence","2021-09-14T16:30:44Z",true,0,"Emond rule added/modified [M0105]",2,true,https://127.0.0.1/console/rule/739/details
"ESET","Suspicious system configuration / Removing evidence","2021-09-14T16:30:44Z",true,0,"Enable Hide500Users attribute [M1000]",3,true,https://127.0.0.1/console/rule/757/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Encoded Visual Basic script file executed [A0437]",1,true,https://127.0.0.1/console/rule/150/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"Encryption of files [B0602]",3,true,https://127.0.0.1/console/rule/244/details
"ESET","Office","2021-09-14T16:30:43Z",true,0,"Excel Add-in registry modified [F0800]",1,true,https://127.0.0.1/console/rule/714/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"Executable (EXE/COM/SCR) written to remote network share [D0323]",2,true,https://127.0.0.1/console/rule/405/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:44Z",true,0,"Executable similar to known malware [X0401]",3,true,https://127.0.0.1/console/rule/763/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"Exploit kit (Rig-v) - suspicious communication [B0505]",2,true,https://127.0.0.1/console/rule/241/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"Exploit kit (Sundown) - possible suspicious communication [B0506]",2,true,https://127.0.0.1/console/rule/242/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:42Z",true,0,"Explorer.exe executed script process [A0402]",3,true,https://127.0.0.1/console/rule/113/details
"ESET","Communication","2021-09-14T16:30:43Z",true,0,"External network connection from rundll32.exe started from a compromised process [F0510b]",2,true,https://127.0.0.1/console/rule/713/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"External network connection from rundll32.exe started from an unpopular process [A0504b]",2,true,https://127.0.0.1/console/rule/171/details
"ESET","Communication","2021-09-14T16:30:42Z",true,0,"External network connection from wscript.exe [A0505b]",2,true,https://127.0.0.1/console/rule/173/details
"ESET","Discovery","2021-09-14T16:30:42Z",true,0,"File and directory discovery via PowerShell [C1109a]",1,true,https://127.0.0.1/console/rule/385/details
"ESET","Discovery","2021-09-14T16:30:42Z",true,0,"File and directory discovery via PowerShell [C1109b]",1,true,https://127.0.0.1/console/rule/386/details
"ESET","Discovery","2021-09-14T16:30:44Z",false,0,"File and directory discovery via PowerShell [C1109c]",1,true,https://127.0.0.1/console/rule/821/details
"ESET","Discovery","2021-09-14T16:30:44Z",false,0,"File and Directory Discovery [F1101]",1,true,https://127.0.0.1/console/rule/837/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"File association for execution changed by an unpopular process [A0141]",1,true,https://127.0.0.1/console/rule/55/details
"ESET","Persistence","2021-09-14T16:30:44Z",true,0,"File association for execution changed [M0107]",2,true,https://127.0.0.1/console/rule/741/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File copied through GoToMyPC (LogMeIn) [D0326]",2,true,https://127.0.0.1/console/rule/408/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File copied through TeamViewer [D0325]",2,true,https://127.0.0.1/console/rule/407/details
"ESET","File system","2021-09-14T16:30:43Z",true,0,"File copied through TightVNC [D0327]",2,true,https://127.0.0.1/console/rule/409/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File CSIDL_X has been written [C0305]",2,true,https://127.0.0.1/console/rule/264/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File deleted from documents folder [C0306]",1,true,https://127.0.0.1/console/rule/265/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File deleted from system folder [C0307]",1,true,https://127.0.0.1/console/rule/266/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File deletion via PowerShell [C0301a]",1,true,https://127.0.0.1/console/rule/258/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File deletion via PowerShell [C0301b]",1,true,https://127.0.0.1/console/rule/259/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File deletion via PowerShell [C0301c]",1,true,https://127.0.0.1/console/rule/260/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:43Z",true,0,"File executed from Remote Desktop Client computer (tsclient) [D0432]",2,true,https://127.0.0.1/console/rule/435/details
"ESET","File system","2021-09-14T16:30:44Z",false,0,"File memory.dmp was written into windows folder [C0322]",1,true,https://127.0.0.1/console/rule/816/details
"ESET","Persistence","2021-09-14T16:30:41Z",true,0,"File modified in %startup% folder [A0127a]",3,true,https://127.0.0.1/console/rule/36/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File moved from Remote Desktop Client computer (tsclient) [D0324]",2,true,https://127.0.0.1/console/rule/406/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File permissions modification attempt via PowerShell [C0302a]",1,true,https://127.0.0.1/console/rule/261/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File permissions modification attempt via PowerShell [C0302b]",1,true,https://127.0.0.1/console/rule/262/details
"ESET","File system","2021-09-14T16:30:42Z",true,0,"File permissions modification attempt via PowerShell [C0302c]",1,true,https://127.0.0.1/console/rule/263/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File probably encrypted with filecoder [C0610]",2,true,https://127.0.0.1/console/rule/320/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File used by DiskCryptor application has been written [C0618]",3,true,https://127.0.0.1/console/rule/328/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File used by Win32/Diskcoder.C has been written [C0616]",3,true,https://127.0.0.1/console/rule/326/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File used by Win32/Diskcoder.D has been written [C0617]",3,true,https://127.0.0.1/console/rule/327/details
"ESET","Suspicious process creation and process manipulation","2021-09-14T16:30:44Z",true,0,"File with a suspicious extension executed [M0412]",3,true,https://127.0.0.1/console/rule/753/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.BTCWare has been written [C0615]",3,true,https://127.0.0.1/console/rule/325/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.Crysis has been written [C0613]",3,true,https://127.0.0.1/console/rule/323/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.FS has been written [C0621]",3,true,https://127.0.0.1/console/rule/331/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.FV has been written [C0620]",3,true,https://127.0.0.1/console/rule/330/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.GandCrab has been written [C0605]",3,true,https://127.0.0.1/console/rule/315/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.HydraCrypt has been written [C0604]",3,true,https://127.0.0.1/console/rule/314/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.LockedFile has been written [C0623]",3,true,https://127.0.0.1/console/rule/333/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.Locky has been written [C0602]",3,true,https://127.0.0.1/console/rule/312/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.Ouroboros has been written [C0627]",3,true,https://127.0.0.1/console/rule/337/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.Phobos has been written [C0625]",3,true,https://127.0.0.1/console/rule/335/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.Ryuk has been written [C0626]",2,true,https://127.0.0.1/console/rule/336/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.STOP has been written [C0624]",3,true,https://127.0.0.1/console/rule/334/details
"ESET","Ransomware / Filecoders","2021-09-14T16:30:42Z",true,0,"File with extension used by Win32/Filecoder.WastedLocker has been written [C0629]",2,true,https://127.0.0.1/console/rule/339/details
