accessGroup,author,category,changeDate,enabled,hitCount,name,severity,valid,targets,detailPage
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",false,0,"Archive Utility (7Zip) encrypting files [E0613]",2,true,"All",https://localhost/console/rule/693/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (Arc) encrypting files [E0601]",3,true,"All",https://localhost/console/rule/681/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (B1) encrypting files [E0609]",3,true,"All",https://localhost/console/rule/689/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (PACOMP) encrypting files [E0605]",3,true,"All",https://localhost/console/rule/685/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (Pea) encrypting files [E0602]",3,true,"All",https://localhost/console/rule/682/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:54Z",true,0,"Archive Utility (PeaUtils) SDeleting (secure deleting) files [E1003]",3,true,"All",https://localhost/console/rule/699/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (PeaZip) encrypting files [E0603]",3,true,"All",https://localhost/console/rule/683/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (PKZIP) encrypting and deleting files [E0604]",3,true,"All",https://localhost/console/rule/684/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (PKZIP) encrypting files [E0610]",3,true,"All",https://localhost/console/rule/690/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:54Z",true,0,"Archive Utility (PKZIP) shredding (secure deleting) files [E1002]",3,true,"All",https://localhost/console/rule/698/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (WinAce) encrypting files [E0606]",3,true,"All",https://localhost/console/rule/686/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (WinZip) encrypting files [E0607]",3,true,"All",https://localhost/console/rule/687/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:54Z",true,0,"Archive Utility (ZPAQ) encrypting files [E0608]",3,true,"All",https://localhost/console/rule/688/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to add registry item [C0440]",1,true,"All",https://localhost/console/rule/353/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to copy ntds.dit file [C0451]",1,true,"All",https://localhost/console/rule/364/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to create shadow copy [C0452]",1,true,"All",https://localhost/console/rule/365/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to create suspicious scheduled task [C0446]",1,true,"All",https://localhost/console/rule/359/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to get AnyDesk ID [C0441]",1,true,"All",https://localhost/console/rule/354/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Attempt to Kill Process [L0417]",1,true,"All",https://localhost/console/rule/970/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to list shadow copies [C0453]",1,true,"All",https://localhost/console/rule/366/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to load PowerView script [C0424]",1,true,"All",https://localhost/console/rule/337/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to modify or delete shadow copies [C0401a]",2,true,"All",https://localhost/console/rule/312/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to remove shadow copies through PowerShell [C0401b]",2,true,"All",https://localhost/console/rule/313/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to set AnyDesk password [C0445]",1,true,"All",https://localhost/console/rule/358/details
"All","ESET","Discovery","2023-08-02T16:12:57Z",false,0,"Attempt to show rules via netsh [A1113]",1,true,"All",https://localhost/console/rule/1172/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to start volume shadow copy service [C0444]",1,true,"All",https://localhost/console/rule/357/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to stop security account manager [C0417]",1,true,"All",https://localhost/console/rule/331/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Attempt to turn off firewall through netsh [C0454]",1,true,"All",https://localhost/console/rule/367/details
"All","ESET","Defense Evasion","2023-08-02T16:12:56Z",false,0,"Audit Configuration Modified [L1206]",2,true,"All",https://localhost/console/rule/1020/details
"All","ESET","AutoResolve","2023-08-02T16:12:56Z",true,0,"Auto-Resolve Common Handled Email Scanner Detections [X9802]",3,true,"All",https://localhost/console/rule/1072/details
"All","ESET","AutoResolve","2023-08-02T16:12:56Z",true,0,"Auto-Resolve Filtered Website Detections [X9801]",3,true,"All",https://localhost/console/rule/1071/details
"All","ESET","File system","2023-08-02T16:12:50Z",false,0,"Autorun.inf file was created/modified [A0301]",1,true,"All",https://localhost/console/rule/96/details
"All","ESET","File system","2023-08-02T16:12:50Z",false,0,"Autorun.inf file was deleted [A0303]",1,true,"All",https://localhost/console/rule/98/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Bad extension - filecoders (extension parts) [C0612]",2,true,"All",https://localhost/console/rule/382/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Bad extension - filecoders (set 0) [C0606]",2,true,"All",https://localhost/console/rule/376/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Bad extension - filecoders (set 1) [C0607]",2,true,"All",https://localhost/console/rule/377/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Bad extension - filecoders (set 2) [C0608]",2,true,"All",https://localhost/console/rule/378/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Bad extension - filecoders (set 3) [C0609]",2,true,"All",https://localhost/console/rule/379/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 data being decoded via base64 utility [M0403A]",2,true,"All",https://localhost/console/rule/1039/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 data being decoded via openssl utility [M0403B]",2,true,"All",https://localhost/console/rule/1040/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 Data decoded via base64 Utility [L0406A]",1,true,"All",https://localhost/console/rule/955/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 Data Decoded via openssl Utility [L0406B]",2,true,"All",https://localhost/console/rule/956/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 Data Decoded via Perl [L0406D]",2,true,"All",https://localhost/console/rule/958/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Base64 Data Decoded via Python [L0406C]",2,true,"All",https://localhost/console/rule/957/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",true,0,"BAT Script Created New (Local/Domain) Administrator Account [E0443]",2,true,"All",https://localhost/console/rule/634/details
"All","ESET","Persistence","2023-08-02T16:12:54Z",false,0,"Batch script started from Startup Folder [F0104]",1,true,"All",https://localhost/console/rule/731/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"bcdboot.exe executed [C0411]",1,true,"All",https://localhost/console/rule/326/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"bcdedit.exe executed [C0410]",1,true,"All",https://localhost/console/rule/325/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",false,0,"BeamYourScreen remote desktop application started [D0429]",2,true,"All",https://localhost/console/rule/502/details
"All","ESET","Persistence","2023-08-02T16:12:51Z",false,0,"Bind WMIC filter and consumer command [C0102]",1,true,"All",https://localhost/console/rule/279/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",true,0,"BITS Started with SetNotifyCmdLine Parameter [D0444]",3,true,"All",https://localhost/console/rule/513/details
"All","ESET","Communication","2023-08-02T16:12:53Z",false,0,"BITS transfer using bitsadmin.exe [D0530]",2,true,"All",https://localhost/console/rule/543/details
"All","ESET","Communication","2023-08-02T16:12:53Z",false,0,"BITS transfer using PowerShell [D0529]",2,true,"All",https://localhost/console/rule/542/details
"All","ESET","Communication","2023-08-02T16:12:53Z",false,0,"Blockchain DNS Resolvers Accessed [D0526]",2,true,"All",https://localhost/console/rule/539/details
"All","ESET","Incident","2023-08-02T16:12:55Z",false,0,"Blocked File Execution [I0200]",2,true,"All",https://localhost/console/rule/908/details
"All","ESET","Persistence","2023-08-02T16:12:55Z",false,0,"Boot kernel modules added/modified [L0111]",1,true,"All",https://localhost/console/rule/927/details
"All","ESET","Persistence","2023-08-02T16:12:54Z",false,0,"Browser Helper Objects registry modified by a compromised process [F0117]",2,true,"All",https://localhost/console/rule/743/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Browser Helper Objects registry modified by an unpopular process [A0112]",2,true,"All",https://localhost/console/rule/24/details
"All","ESET","Incident","2023-08-02T16:12:55Z",false,0,"Brute Force Attempt Detected [I0300]",2,true,"All",https://localhost/console/rule/909/details
"All","ESET","File System","2023-08-02T16:12:53Z",true,0,"Canary File was Triggered [D0334]",3,true,"All",https://localhost/console/rule/490/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:56Z",true,0,"Certificate added into CERT ROOT [M1004]",3,true,"All",https://localhost/console/rule/1052/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:54Z",false,0,"Certificate added to CERT ROOT by compromised process [F0202]",1,true,"All",https://localhost/console/rule/749/details
"All","ESET","File system","2023-08-02T16:12:50Z",true,0,"Certutil has dropped a suspicious executable [A0313]",3,true,"All",https://localhost/console/rule/108/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",false,0,"Certutil with Decode Parameter Executed [D0425]",2,true,"All",https://localhost/console/rule/500/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:50Z",false,0,"Certutil with download parameter executed [A0425]",2,true,"All",https://localhost/console/rule/140/details
"All","ESET","Web Browser Related","2023-08-02T16:12:53Z",false,0,"Chrome Browser Pivoting using Remote Debugging [D0702]",2,true,"All",https://localhost/console/rule/551/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Chrome executing suspicious extension [B0703]",2,true,"All",https://localhost/console/rule/268/details
"All","ESET","Web browser related","2023-08-02T16:12:56Z",false,0,"Chrome executing suspicious extension [M0701]",2,true,"All",https://localhost/console/rule/1047/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Chrome renaming [B0702]",2,true,"All",https://localhost/console/rule/267/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Chrome updates disabling [B0701]",2,true,"All",https://localhost/console/rule/266/details
"All","ESET","Web browser related","2023-08-02T16:12:57Z",false,0,"Chromium based browser extension installation [D0700]",2,true,"All",https://localhost/console/rule/1206/details
"All","ESET","Suspicious System Configuration / Removing Evidence","2023-08-02T16:12:56Z",true,0,"Clearing event logs by powershell script [N1004]",3,true,"All",https://localhost/console/rule/1066/details
"All","ESET","Suspicious System Configuration / Removing Evidence","2023-08-02T16:12:56Z",true,0,"Clearing event logs by powershell [N1003]",3,true,"All",https://localhost/console/rule/1065/details
"All","ESET","Removing evidence","2023-08-02T16:12:51Z",true,0,"Clearing event logs [B1001]",3,true,"All",https://localhost/console/rule/273/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:53Z",false,0,"CLR Remote Assembly Load via COM Server Registration [E0202]",2,true,"All",https://localhost/console/rule/580/details
"All","ESET","Communication","2023-08-02T16:12:51Z",false,0,"Cmd.exe creates an external network connection [A0511b]",2,true,"All",https://localhost/console/rule/190/details
"All","ESET","Communication","2023-08-02T16:12:51Z",false,0,"Cmd.exe creates an internal network connection [A0511a]",1,true,"All",https://localhost/console/rule/189/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",true,0,"cmd.exe executed under a different name [B0404][C]",3,true,"All",https://localhost/console/rule/256/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",false,0,"Cmd.exe Invoking Suspicious Process via Start [E0467]",2,true,"All",https://localhost/console/rule/648/details
"All","ESET","File system","2023-08-02T16:12:50Z",true,0,"Cmdl32 has dropped an executable [A0320]",3,true,"All",https://localhost/console/rule/113/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:50Z",false,0,"Cmdl32 has written a file [A0321]",1,true,"All",https://localhost/console/rule/114/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",true,0,"CobaltStrike rundll32.exe Default Entrypoint [D0447]",3,true,"All",https://localhost/console/rule/516/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:57Z",false,0,"CoinMiner-like command line [D0424]",2,true,"All",https://localhost/console/rule/1197/details
"All","ESET","Persistence","2023-08-02T16:12:51Z",false,0,"Command Processor AutoRun registry was modified [B0104]",2,true,"All",https://localhost/console/rule/246/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:50Z",false,0,"Command Prompt was disabled [A0227]",1,true,"All",https://localhost/console/rule/91/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Command prompt with compromised parent process [F0459]",1,true,"All",https://localhost/console/rule/842/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Command prompt with unpopular parent process [A0400]",1,true,"All",https://localhost/console/rule/1131/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Common AutoStart registry modified by an unpopular process [A0103a]",2,true,"All",https://localhost/console/rule/5/details
"All","ESET","Persistence","2023-08-02T16:12:54Z",false,0,"Common AutoStart registry modified by compromised process [F0114]",2,true,"All",https://localhost/console/rule/740/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Common AutoStart registry modified by PowerShell [A0103c]",2,true,"All",https://localhost/console/rule/7/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Common AutoStart registry modified by reg.exe [A0103b]",1,true,"All",https://localhost/console/rule/6/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Common AutoStart registry modified by script interpreter [A0103d]",2,true,"All",https://localhost/console/rule/8/details
"All","ESET","AutoResolve","2023-08-02T16:12:56Z",true,0,"Common Misconfigurations or Recurring Detections [X9803]",3,true,"All",https://localhost/console/rule/1073/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Compromised process communicating over potentially suspicious protocol - detected XMPP communication [F0506]",2,true,"All",https://localhost/console/rule/863/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Compromised process communicating over Suspicious Email Protocol [F0503]",2,true,"All",https://localhost/console/rule/860/details
"All","ESET","File system","2023-08-02T16:12:54Z",false,0,"Compromised process has written to the Recycle Bin folder [F0303]",2,true,"All",https://localhost/console/rule/757/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Compromised process made HTTP request to a popular Web Service [F0505]",2,true,"All",https://localhost/console/rule/862/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Compromised process made suspicious http query [F0507]",1,true,"All",https://localhost/console/rule/864/details
"All","ESET","Communication","2023-08-02T16:12:55Z",true,0,"Compromised process makes HTTP request to a PasteBin-like site [F0504]",3,true,"All",https://localhost/console/rule/861/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Computer was restarted [F0462b]",1,true,"All",https://localhost/console/rule/846/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Computer was shut down [F0462a]",1,true,"All",https://localhost/console/rule/845/details
"All","ESET","Communication","2023-08-02T16:12:57Z",false,0,"Connection to a malicious site - Wauchos [Z0501]",3,true,"All",https://localhost/console/rule/1265/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Connection to DCOM Office app [F0502]",1,true,"All",https://localhost/console/rule/859/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",false,0,"CPL applet execution [F0407]",2,true,"All",https://localhost/console/rule/769/details
"All","ESET","File system","2023-08-02T16:12:54Z",false,0,"CPL applet module drop [F0300]",1,true,"All",https://localhost/console/rule/754/details
"All","ESET","Persistence","2023-08-02T16:12:51Z",false,0,"Create WMIC command-line event consumer command [C0103]",1,true,"All",https://localhost/console/rule/280/details
"All","ESET","Persistence","2023-08-02T16:12:51Z",false,0,"Create WMIC event filter command [C0104]",1,true,"All",https://localhost/console/rule/281/details
"All","ESET","Persistence","2023-08-02T16:12:54Z",false,0,"Credential Providers registry modified by a compromised process [F0116]",2,true,"All",https://localhost/console/rule/742/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Credential Providers registry modified by an unpopular process [A0105a]",2,true,"All",https://localhost/console/rule/13/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Credential Providers registry modified by by script interpreter [A0105d]",2,true,"All",https://localhost/console/rule/16/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Credential Providers registry modified by PowerShell [A0105c]",2,true,"All",https://localhost/console/rule/15/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Credential Providers registry modified by reg.exe [A0105b]",2,true,"All",https://localhost/console/rule/14/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:50Z",false,0,"Cscript.exe executed process [A0401]",2,true,"All",https://localhost/console/rule/122/details
"All","ESET","Communication","2023-08-02T16:12:57Z",false,0,"Curl downloaded file [A0520]",1,true,"All",https://localhost/console/rule/1150/details
"All","ESET","File system","2023-08-02T16:12:50Z",false,0,"Curl has dropped a suspicious executable [A0322]",2,true,"All",https://localhost/console/rule/115/details
"All","ESET","Communication","2023-08-02T16:12:57Z",false,0,"Curl uploaded file [A0521]",1,true,"All",https://localhost/console/rule/1151/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Curl/wget process spawned from a scheduled job [L0416]",1,true,"All",https://localhost/console/rule/969/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Custom application compatibility shim file was created/modified [A0139a]",2,true,"All",https://localhost/console/rule/54/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Custom application compatibility shim registry was modified [A0140]",1,true,"All",https://localhost/console/rule/56/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Default Application Compatibility Database file was modified [A0139b]",2,true,"All",https://localhost/console/rule/55/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Default Windows .NET debugger registry modified [A0106]",2,true,"All",https://localhost/console/rule/17/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Default Windows debugger registry modified [A0108]",1,true,"All",https://localhost/console/rule/19/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Default Windows script debugger registry modified [A0107]",2,true,"All",https://localhost/console/rule/18/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Delayed file deletion [F0444]",2,true,"All",https://localhost/console/rule/818/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:51Z",true,0,"Deleting backup silently [B1005]",3,true,"All",https://localhost/console/rule/277/details
"All","ESET","Removing evidence","2023-08-02T16:12:56Z",true,0,"Deleting history [M1003]",3,true,"All",https://localhost/console/rule/1051/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",false,0,"Desktopimgdownldr download with suspicious extension [D0440b]",2,true,"All",https://localhost/console/rule/510/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",false,0,"Desktopimgdownldr Execution with Suspicious Extension [D0440a]",2,true,"All",https://localhost/console/rule/509/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Dharma ransomware toolkit item file name was written [C0637]",2,true,"All",https://localhost/console/rule/407/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:56Z",false,0,"Disable EventLog service using sc.exe [N1005]",2,true,"All",https://localhost/console/rule/1067/details
"All","ESET","Defense Evasion","2023-08-02T16:12:53Z",false,0,"Disable logging using auditpol [D1207]",2,true,"All",https://localhost/console/rule/571/details
"All","ESET","Defense Evasion","2023-08-02T16:12:56Z",false,0,"Disabled AppArmor [L1204]",2,true,"All",https://localhost/console/rule/1019/details
"All","ESET","Defense Evasion","2023-08-02T16:12:56Z",false,0,"Disabled SELinux via setenforce utility [L1202]",2,true,"All",https://localhost/console/rule/1017/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:54Z",false,0,"DisableRestrictedAdmin registry value was modified [F0208]",2,true,"All",https://localhost/console/rule/753/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:52Z",false,0,"Disabling RDP authentication [C1010]",1,true,"All",https://localhost/console/rule/422/details
"All","ESET","Discovery","2023-08-02T16:12:56Z",false,0,"Discovery commands executed by shell from a web server process [L1104]",2,true,"All",https://localhost/console/rule/1012/details
"All","ESET","Discovery","2023-08-02T16:12:57Z",false,0,"Disk / Filesystem Discovery [L1112C]",1,true,"All",https://localhost/console/rule/1253/details
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"Diskpart command from cmd.exe [C0310]",1,true,"All",https://localhost/console/rule/1176/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"Diskpart.exe executed [C0313]",1,true,"All",https://localhost/console/rule/296/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",false,0,"Dism.exe execution from a suspicious location [E0410]",2,true,"All",https://localhost/console/rule/599/details
"All","ESET","Communication","2023-08-02T16:12:54Z",false,0,"Dism.exe network activity [E0540]",2,true,"All",https://localhost/console/rule/675/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",true,0,"Dism.exe suspicious child process [E0411]",3,true,"All",https://localhost/console/rule/600/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",true,0,"DismCore.dll loaded from a suspicious location [E0418]",3,true,"All",https://localhost/console/rule/607/details
"All","ESET","File System","2023-08-02T16:12:56Z",false,0,"DLL copied via RDP clipboard [A0325b]",2,true,"All",https://localhost/console/rule/1130/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",false,0,"DLL Execution by Windows Update Client [D0448]",2,true,"All",https://localhost/console/rule/517/details
